#ITER       #BEST_FO       #MEDIA_FO
1           21462.4    1.39665e+08
2           14553.7    2.12905e+07
3           13121.2         461566
4           11613.3        36013.2
5           11613.3        22537.5
6           11613.3          18955
7           9459.63        16706.5
8           9237.41        15627.9
9           9237.41        14777.3
10           9237.41        13820.8
11           8499.56        13002.1
12           8499.56        12061.8
13           7814.71        11249.1
14           7814.71        11083.2
15           7814.71        10797.9
16           7814.71        10641.5
17           7814.71        10527.2
18           7814.71        10509.4
19           7814.71        10347.3
20           7814.71         9948.6
21           7596.29         9773.8
22           7482.99        9664.16
23           7482.99        9431.65
24           7367.23        9295.43
25           7367.23        9215.97
26            7344.4        9166.84
27            7344.4        9024.16
28            7344.4        8983.06
29            7344.4        8950.46
30            7344.4        8881.42
31            7344.4        8872.87
32            7344.4        8863.29
33            7344.4         8863.1
34            7344.4        8858.74
35            7344.4        8831.93
36            7344.4        8815.07
37            7344.4        8814.73
38            7344.4        8770.24
39           7262.88        8669.92
40           7262.88        8643.34
41           7262.88        8582.75
42           7193.41        8446.38
43           7193.41        8361.56
44           7193.41         8345.8
45           7193.41        8203.21
46           7157.23        8127.79
47           7089.42        8092.12
48           7089.42        8052.37
49           7076.29        8021.73
50           7076.29        7968.55
51           7076.29        7935.06
52           7076.29        7917.58
53           7076.29         7866.7
54           7057.58        7861.56
55           7057.58         7796.5
56           7057.58        7764.62
57           7057.58        7757.86
58           7057.58        7751.76
59           7057.58        7667.96
60           7057.58        7647.74
61           7057.58        7647.34
62           6998.11        7618.82
63           6998.11        7611.15
64           6989.14        7575.06
65           6913.46        7569.36
66           6913.46        7567.25
67           6913.46         7564.7
68           6913.46        7557.32
69           6913.46        7513.56
70           6913.46         7487.2
71           6913.46        7462.29
72           6913.46        7457.59
73           6905.96        7452.41
74            6887.1        7435.99
75            6887.1        7421.76
76            6887.1        7419.55
77            6887.1         7419.5
78            6887.1         7419.5
79            6887.1        7392.84
80            6887.1        7390.04
81            6887.1        7388.46
82            6887.1        7388.42
83            6887.1        7388.42
84           6880.19        7373.45
85           6880.19        7340.39
86           6803.75        7308.88
87           6803.75        7304.51
88           6803.75        7303.21
89           6803.75        7302.95
90           6803.75        7302.88
91           6803.75        7300.92
92           6803.75        7300.88
93           6803.75        7299.32
94           6803.75         7287.3
95           6803.75        7282.96
96           6803.75        7281.87
97           6803.75        7277.75
98           6803.75        7267.63
99           6803.75        7266.92
100           6803.75        7250.89
101           6803.75        7247.01
102           6803.75        7245.26
103           6803.75        7242.33
104           6803.75        7239.85
105           6803.75        7235.39
106           6803.75         7233.1
107           6803.75        7230.97
108           6803.75        7225.49
109           6803.75        7225.38
110           6803.75        7221.83
111           6803.75        7220.66
112           6803.75        7220.63
113           6803.75        7219.43
114           6803.75        7219.41
115           6803.75        7219.41
116           6803.75        7219.03
117           6803.75        7217.73
118           6803.75        7217.71
119           6803.75        7215.15
120           6803.75        7214.02
121           6803.75         7209.4
122           6803.75        7209.31
123           6803.75        7209.31
124           6803.75        7207.64
125           6803.75        7205.62
126           6803.75        7199.55
127           6803.75        7194.01
128           6803.75         7193.9
129           6803.75        7193.89
130           6803.75        7193.89
131           6803.75        7184.79
132           6803.75        7179.89
133           6755.08        7158.04
134           6755.08        7146.84
135           6729.63        7132.21
136           6729.63        7128.88
137           6729.63        7125.08
138           6729.63        7123.79
139           6729.63        7116.44
140           6729.63        7113.35
141           6729.63        7107.53
142           6729.63        7100.87
143           6704.06        7091.52
144           6704.06        7084.08
145           6704.06        7082.85
146           6697.31        7081.71
147           6697.31        7081.69
148           6697.31        7079.98
149           6697.31        7077.58
150           6697.31        7077.53
151           6697.31        7074.61
152           6595.36        7064.02
153           6595.36        7062.97
154           6595.36        7061.37
155           6595.36        7060.92
156           6595.36        7059.17
157           6595.36        7059.13
158           6595.36        7058.68
159           6595.36        7058.67
160           6595.36        7050.54
161           6595.36        7045.59
162           6595.36        7045.49
163           6595.36        7041.87
164           6595.36        7040.79
165           6595.36        7036.29
166           6595.36        7033.92
167           6595.36        7033.87
168           6595.36        7033.83
169           6595.36        7033.83
170           6595.36        7033.83
171           6595.36        7033.83
172           6595.36        7029.56
173           6595.36        7029.48
174           6595.36         7028.2
175           6595.36        7028.17
176           6595.36        7022.44
177           6595.36        7022.33
178           6595.36        7022.32
179           6595.36        7022.32
180           6595.36        7016.04
181           6595.36        7015.92
182           6595.36        7014.27
183           6595.36        7014.24
184           6586.18        7006.78
185           6586.18        7006.63
186           6586.18         6999.2
187           6586.18        6999.06
188           6586.18        6994.51
189           6539.39        6990.57
190           6539.39        6990.49
191           6539.39        6990.08
192           6539.39        6990.07
193           6539.39        6990.07
194           6539.39        6983.39
195           6492.79        6979.57
196           6492.79        6978.64
197           6492.79        6978.62
198           6492.79        6973.29
199           6460.34        6969.12
200           6460.34        6969.04
201           6460.34        6969.04
202           6460.34        6969.04
203           6429.53        6951.59
204           6429.53        6945.34
205           6429.53        6945.21
206           6429.53        6938.41
207           6429.53        6938.27
208           6429.53        6938.27
209           6429.53        6933.82
210           6429.53         6931.9
211           6429.53        6922.19
212           6429.53           6922
213           6429.53        6921.99
214           6429.53        6921.99
215           6429.53        6910.19
216           6429.53        6909.21
217           6429.53        6905.73
218           6429.53        6899.92
219           6429.53        6899.63
220           6429.53        6898.72
221           6429.53        6898.25
222           6429.53        6891.98
223           6429.53        6891.55
224           6429.53        6891.53
225           6429.53        6883.72
226           6429.53        6880.27
227           6429.53        6874.97
228           6392.74        6862.32
229           6392.74        6862.07
230           6392.74        6862.06
231           6392.74        6859.71
232           6392.74        6859.07
233           6392.74         6849.1
234           6392.74         6848.9
235           6344.42        6838.69
236           6344.42        6831.39
237           6344.42        6825.26
238           6344.42        6817.32
239           6344.42        6813.88
240           6344.42        6813.81
241           6344.42        6813.81
242           6344.42        6812.35
243           6344.42        6809.16
244           6344.42        6808.34
245           6344.42        6797.26
246           6344.42        6795.13
247           6344.42         6784.1
248           6344.42        6781.25
249           6330.05        6778.83
250           6330.05        6773.04
251           6330.05         6772.8
252           6330.05        6772.79
253           6330.05        6771.61
254           6330.05           6765
255           6330.05        6763.91
256           6330.05        6763.89
257           6330.05        6763.89
258           6330.05        6758.31
259           6329.74        6757.54
260           6329.74        6745.51
261           6329.74        6744.03
262           6319.52        6742.12
263           6319.52        6739.89
264           6319.52        6735.57
265           6319.52        6731.12
266           6319.52        6724.57
267           6319.52         6719.6
268           6319.52        6718.91
269           6319.52        6717.75
270           6319.52        6711.23
271           6319.52        6709.29
272           6319.52        6709.25
273           6319.52        6709.25
274           6319.52        6709.25
275           6319.52           6705
276           6319.52        6703.19
277           6319.52        6703.15
278           6305.42        6697.64
279           6305.42        6696.96
280           6305.42        6694.99
281           6305.42        6694.95
282           6305.42        6691.96
283           6305.42         6691.9
284           6305.42        6691.22
285           6305.42        6689.12
286           6305.42        6688.99
287           6305.42        6688.98
288           6305.42        6687.91
289           6305.42        6682.16
290           6305.42        6674.64
291           6305.42        6674.07
292           6305.42        6674.06
293           6305.42        6674.06
294           6305.42        6670.45
295           6305.42        6670.38
296           6305.42        6663.62
297           6262.21        6657.55
298           6262.21        6657.43
299           6262.21        6657.42
300           6262.21        6657.42
301           6262.21        6657.42
302           6262.21        6657.42
303           6262.21        6657.42
304           6262.21        6657.42
305           6262.21        6657.42
306           6262.21        6657.42
307           6262.21        6657.42
308           6262.21        6657.42
309           6262.21        6657.42
310           6262.21        6657.42
311           6262.21        6657.42
312           6262.21        6657.42
313           6262.21        6657.42
314           6262.21        6657.42
315           6262.21        6657.42
316           6262.21        6657.42
317           6262.21        6657.42
318           6262.21        6657.42
319           6262.21        6657.42
320           6262.21        6657.42
321           6262.21        6657.42
322           6262.21        6657.42
323           6262.21        6657.42
324           6262.21        6657.42
325           6262.21        6650.17
326           6262.21        6650.03
327           6262.21        6650.03
328           6262.21        6650.03
329           6262.21        6650.03
330           6262.21        6650.03
331           6262.21        6650.03
332           6262.21        6650.03
333           6262.21        6650.03
334           6262.21        6650.03
335           6262.21        6650.03
336           6262.21        6650.03
337           6262.21        6650.03
338           6262.21        6650.03
339           6262.21        6650.03
340           6262.21        6644.25
341           6262.21        6638.12
342           6262.21           6638
343           6262.21           6638
344           6262.21        6636.57
345           6262.21        6636.54
346           6262.21        6636.54
347           6262.21        6631.43
348           6262.21        6631.32
349           6262.21        6627.37
350           6262.21        6623.42
351           6262.21        6623.34
352           6262.21        6622.37
353           6262.21        6622.35
354           6262.21        6622.35
355           6262.21        6622.21
356           6262.21        6622.21
357           6262.21        6622.21
358           6262.21        6622.21
359           6262.21        6617.41
360           6262.21        6617.31
361           6262.21        6617.31
362           6262.21        6617.31
363           6262.21        6617.31
364           6262.21        6617.31
365           6262.21        6617.31
366           6262.21        6617.31
367           6262.21        6617.31
368           6262.21        6617.31
369           6262.21        6617.31
370           6262.21        6617.31
371           6262.21        6617.31
372           6262.21        6617.31
373           6262.21        6617.31
374           6262.21        6617.31
375           6262.21        6617.31
376           6262.21        6617.31
377           6262.21        6617.31
378           6262.21        6617.31
379           6262.21        6617.31
380           6262.21        6611.43
381           6262.21        6605.53
382           6262.21        6605.41
383           6262.21        6605.41
384           6262.21        6603.85
385           6262.21        6603.82
386           6262.21        6603.82
387           6262.21        6603.62
388           6262.21        6603.62
389           6262.21        6603.62
390           6262.21        6603.62
391           6262.21        6603.62
392           6262.21        6603.62
393           6262.21        6603.62
394           6262.21        6603.62
395           6262.21        6603.62
396           6262.21        6603.62
397           6262.21        6603.62
398           6262.21        6603.62
399           6262.21        6603.62
400           6262.21        6603.62
401           6262.21        6601.77
402           6262.21        6601.74
403           6262.21        6600.56
404           6262.21        6600.54
405           6262.21        6600.54
406           6262.21        6600.54
407           6262.21        6600.54
408           6251.16        6591.78
409            6240.2         6589.8
410            6240.2        6589.76
411            6240.2        6589.76
412            6240.2        6589.76
413            6240.2        6575.97
414            6240.2         6575.7
415            6240.2        6575.69
416            6240.2        6575.69
417            6240.2        6569.44
418            6240.2        6569.32
419            6240.2        6569.32
420           6133.75        6562.09
421           6133.75        6555.94
422           6133.75        6555.82
423           6133.75        6555.82
424           6133.75        6555.82
425           6133.75        6555.82
426           6133.75        6555.82
427           6133.75        6555.82
428           6133.75        6555.56
429           6133.75        6555.55
430           6133.75        6554.68
431           6133.75        6550.91
432           6133.75        6550.84
433           6133.75        6545.94
434           6133.75         6543.6
435           6133.75        6540.83
436           6133.75        6540.77
437           6133.75        6540.77
438           6133.75        6534.35
439           6133.75        6534.22
440           6133.75        6534.22
441           6133.75        6534.22
442           6133.75        6533.99
443           6133.75        6533.15
444           6133.75        6533.13
445           6121.03        6532.38
446           6121.03         6531.6
447           6121.03        6531.59
448           6121.03        6531.45
449           6121.03        6530.97
450           6121.03        6521.83
451           6121.03        6518.83
452           6121.03        6518.77
453           6121.03        6504.48
454           6121.03        6502.25
455           6121.03        6493.52
456           6121.03        6493.35
457           6121.03        6483.79
458           6100.45        6480.63
459           6100.45        6480.56
460           6100.45        6480.56
461           6100.45        6480.44
462           6100.45        6464.42
