#ITER       #BEST_FO       #MEDIA_FO
1           5885.32    3.06179e+19
2           5885.32    6.12359e+17
3           5885.32    1.22472e+16
4           5885.32    2.44944e+14
5           5885.32    4.89888e+12
6           5885.32    9.79837e+10
7           5885.32    1.96059e+09
8           5885.32    3.92249e+07
9           5885.32         795341
10           5885.32        25838.3
11           5885.32        10182.9
12           5885.32        8621.26
13           5885.32        8452.46
14           5885.32        8121.78
15           5885.32        8064.02
16           5885.32        7983.11
17           5885.32        7918.45
18           5885.32        7651.35
19           5885.32        7547.09
20           5885.32        7433.31
21           5885.32         7338.4
22           5885.32         7215.9
23           5885.32        7134.13
24           5885.32        7110.12
25           5885.32        7015.76
26           5885.32        7013.41
27           5885.32        6946.52
28           5885.32        6847.06
29           5885.32        6806.65
30           5885.32        6722.84
31           5885.32        6696.41
32           5885.32        6667.74
33           5885.32        6643.65
34           5885.32        6632.77
35           5885.32        6624.29
36           5885.32        6549.56
37           5885.32        6533.99
38           5885.32         6521.3
39           5885.32        6519.73
40           5885.32        6493.75
41           5885.32         6461.9
42           5885.32        6426.67
43           5885.32        6414.36
44           5885.32        6405.94
45           5885.32        6393.93
46           5885.32        6388.84
47           5885.32        6370.19
48           5885.32        6366.27
49           5885.32        6358.74
50           5885.32        6355.65
51           5885.32        6353.48
52           5885.32        6349.85
53           5885.32        6345.08
54           5885.32        6306.33
55           5885.32        6295.41
56           5885.32        6265.83
57           5885.32        6258.61
58           5885.32        6257.09
59           5885.32        6254.22
60           5885.32        6241.25
61           5885.32        6233.37
62           5885.32         6211.5
63           5885.32        6210.25
64           5885.32           6208
65           5885.32        6205.67
66           5885.32        6201.81
67           5885.32        6199.93
68           5885.32        6199.33
69           5885.32        6196.97
70           5885.32        6196.57
71           5885.32        6195.18
72           5885.32        6189.96
73           5885.32        6189.54
74           5885.32        6189.53
75           5885.32         6189.3
76           5885.32        6173.39
77           5885.32        6172.83
78           5885.32        6172.72
79           5885.32        6172.65
80           5885.32         6170.7
81           5885.32        6170.66
82           5885.32        6170.43
83           5885.32        6169.04
84           5885.32        6168.72
85           5885.32        6168.13
86           5885.32        6168.12
87           5885.32         6167.2
88           5885.32        6165.45
89           5885.32         6165.4
90           5885.32        6162.56
91           5885.32        6158.16
92           5885.32        6157.19
93           5885.32         6156.8
94           5885.32        6156.47
95           5885.32        6156.33
96           5885.32        6155.23
97           5885.32        6151.02
98           5885.32        6150.77
99           5885.32        6149.68
100           5885.32        6148.28
101           5885.32        6134.92
102           5885.32        6133.92
103           5885.32        6133.82
104           5885.32        6120.81
105           5885.32        6116.72
106           5885.32        6116.11
107           5885.32        6116.09
108           5885.32        6115.97
109           5885.32        6111.51
110           5885.32        6110.69
111           5885.32        6110.39
112           5885.32        6110.05
113           5885.32        6109.97
114           5885.32        6107.44
115           5885.32        6105.99
116           5885.32         6105.8
117           5885.32        6105.71
118           5885.32        6103.95
119           5885.32        6103.91
120           5885.32        6103.83
121           5885.32        6103.29
122           5885.32        6103.24
123           5885.32        6103.13
124           5885.32        6103.13
125           5885.32        6103.05
126           5885.32        6103.04
127           5885.32        6102.26
128           5885.32        6101.88
129           5885.32        6101.69
130           5885.32        6101.66
131           5885.32        6101.55
132           5885.32         6101.5
133           5885.32        6101.28
134           5885.32        6101.27
135           5885.32        6101.25
136           5885.32        6099.89
137           5885.32        6099.86
138           5885.32        6088.96
139           5885.32        6088.74
140           5885.32        6088.54
141           5885.32        6088.48
142           5885.32        6088.18
143           5885.32        6088.07
144           5885.32        6087.99
145           5885.32        6085.76
146           5885.32        6085.69
147           5885.32        6085.34
148           5885.32        6085.28
149           5885.32        6084.89
150           5885.32        6084.72
151           5885.32        6084.68
152           5885.32        6084.68
153           5885.32        6084.59
154           5885.32        6084.44
155           5885.32        6084.44
156           5885.32        6084.41
157           5885.32        6082.49
158           5885.32        6082.02
159           5885.32         6081.9
160           5885.32         6081.9
161           5885.32        6078.69
162           5885.32        6078.35
163           5885.32        6078.34
164           5885.32        6078.34
165           5885.32        6078.27
166           5885.32         6077.9
167           5885.32        6077.85
168           5885.32        6077.85
169           5885.32        6077.77
170           5885.32        6077.71
171           5885.32        6077.71
172           5885.32        6077.58
173           5885.32        6077.53
174           5885.32         6077.3
175           5885.32        6077.28
176           5885.32        6077.23
177           5885.32        6077.23
178           5885.32         6077.2
179           5885.32        6074.32
180           5885.32        6073.54
181           5885.32        6073.52
182           5885.32        6073.52
183           5885.32        6073.06
184           5885.32        6073.05
185           5885.32        6073.05
186           5885.32        6072.99
187           5885.32        6072.87
188           5885.32        6072.86
189           5885.32        6072.69
190           5885.32        6072.66
191           5885.32        6072.66
192           5885.32        6072.64
193           5885.32        6072.28
194           5885.32        6072.26
195           5885.32        6072.05
196           5885.32         6068.1
197           5885.32        6067.99
198           5885.32        6067.98
199           5885.32        6067.97
200           5885.32        6067.95
201           5885.32        6067.94
202           5885.32        6067.56
203           5885.32        6067.47
204           5885.32        6065.99
205           5885.32        6063.12
206           5885.32        6063.05
207           5885.32        6063.04
208           5885.32        6062.99
209           5885.32        6062.68
210           5885.32        6062.52
211           5885.32        6062.49
212           5885.32        6062.48
213           5885.32        6062.32
214           5885.32        6062.32
215           5885.32        6062.16
216           5885.32        6062.16
217           5885.32        6062.04
218           5885.32        6062.04
219           5885.32        6061.99
220           5885.32        6061.68
221           5885.32        6059.06
222           5885.32        6059.01
223           5885.32        6057.96
224           5885.32        6057.92
225           5885.32        6057.88
226           5885.32        6057.86
227           5885.32         6057.8
228           5885.32         6057.8
229           5885.32         6057.8
230           5885.32         6057.8
231           5885.32         6057.8
232           5885.32         6057.8
233           5885.32         6057.8
234           5885.32         6057.8
235           5885.32        6057.77
236           5885.32        6057.77
237           5885.32        6057.77
238           5885.32        6057.77
239           5885.32        6057.77
240           5885.32        6057.75
241           5885.32        6057.75
242           5885.32        6057.74
243           5885.32        6057.63
244           5885.32        6057.63
245           5885.32        6057.63
246           5885.32        6057.63
247           5885.32        6057.63
248           5885.32        6057.63
249           5885.32        6057.59
250           5885.32        6057.59
251           5885.32        6057.59
252           5885.32        6057.56
253           5885.32        6057.56
254           5885.32        6057.56
255           5885.32        6057.56
256           5885.32        6057.56
257           5885.32        6057.56
258           5885.32        6057.56
259           5885.32        6057.56
260           5885.32        6057.53
261           5885.32        6057.53
262           5885.32        6057.53
263           5885.32        6057.53
264           5885.32        6057.53
265           5885.32        6057.53
266           5885.32        6057.52
267           5885.32        6057.52
268           5885.32        6057.43
269           5885.32        6057.42
270           5885.32        6057.42
271           5885.32        6057.37
272           5885.32        6057.37
273           5885.32        6057.36
274           5885.32        6057.36
275           5885.32        6057.36
276           5885.32        6057.36
277           5885.32        6057.36
278           5885.32        6057.36
279           5885.32        6057.35
280           5885.32        6057.35
281           5885.32        6057.35
282           5885.32        6057.35
283           5885.32        6057.35
284           5885.32        6057.35
285           5885.32        6057.34
286           5885.32        6057.34
287           5885.32        6057.34
288           5885.32        6057.34
289           5885.32        6057.34
290           5885.32        6057.34
291           5885.32        6057.34
292           5885.32        6057.32
293           5885.32        6057.32
294           5885.32        6057.32
295           5885.32        6057.32
296           5885.32        6057.32
297           5885.32        6057.32
