#ITER     #MEDIA_BFO        #MEDIA_M
1143           4677.28        4838.69
1144           4677.28        4838.69
1145           4677.28        4838.69
1146           4677.28        4838.69
1147           4677.28        4838.69
1148           4677.28        4838.69
1149           4677.28        4838.69
1150           4677.28        4838.69
1151           4677.28        4838.69
1152           4677.28        4838.69
1153           4677.28        4838.69
1154           4677.28        4838.69
1155           4677.28        4838.69
1156           4677.28        4838.69
1157           4677.28        4838.69
1158           4677.28        4838.69
1159           4677.28        4838.69
1160           4677.28        4838.68
1161           4677.27        4838.68
1162           4677.27        4838.68
1163           4677.27        4838.68
1164           4677.27        4838.68
1165           4677.27        4838.68
1166           4677.27        4838.68
1167           4677.27        4838.68
1168           4677.27        4838.68
1169           4677.27        4838.68
1170           4677.27        4838.68
1171           4677.27        4838.68
1172           4677.27        4838.68
1173           4677.27        4838.68
1174           4677.27        4838.68
1175           4677.27        4838.68
1176           4677.27        4838.68
1177           4677.27        4838.68
1178           4677.27        4838.68
1179           4677.27        4838.68
1180           4677.27        4838.68
1181           4677.27        4838.68
1182           4677.27        4838.68
1183           4677.27        4838.68
1184           4677.27        4838.68
1185           4677.27        4838.68
1186           4677.27        4838.68
1187           4677.27        4838.68
1188           4677.27        4838.68
1189           4677.27        4838.68
1190           4677.27        4838.68
1191           4677.27        4838.68
1192           4677.27        4838.68
1193           4677.27        4838.67
1194           4677.27        4838.67
1195           4677.27        4838.67
1196           4677.27        4838.67
1197           4677.27        4838.67
1198           4677.27        4838.67
1199           4677.27        4838.67
1200           4677.27        4838.67
1201           4677.27        4838.67
1202           4677.27        4838.67
1203           4677.27        4838.67
1204           4677.27        4838.67
1205           4677.27        4838.67
1206           4677.27        4838.67
1207           4677.27        4838.67
1208           4677.27        4838.67
1209           4677.27        4838.67
1210           4677.27        4838.67
1211           4677.27        4838.67
1212           4677.27        4838.67
1213           4677.27        4838.67
1214           4677.27        4838.67
1215           4677.27        4838.67
1216           4677.27        4838.67
1217           4677.27        4838.67
1218           4677.27        4838.67
1219           4677.27        4838.67
1220           4677.27        4838.67
1221           4677.27        4838.67
1222           4677.27        4838.67
1223           4677.27        4838.67
1224           4677.27        4838.67
1225           4677.27        4838.67
1226           4677.27        4838.67
1227           4677.27        4838.67
1228           4677.27        4838.67
1229           4677.27        4838.67
1230           4677.27        4838.67
1231           4677.27        4838.67
1232           4677.27        4838.67
1233           4677.27        4838.67
1234           4677.27        4838.67
1235           4677.27        4838.67
1236           4677.27        4838.67
1237           4677.27        4838.67
1238           4677.27        4838.67
1239           4677.27        4838.67
1240           4677.27        4838.67
1241           4677.27        4838.67
1242           4677.27        4838.67
1243           4677.27        4838.67
1244           4677.27        4838.67
1245           4677.27        4838.67
1246           4677.27        4838.67
1247           4677.27        4838.67
1248           4677.27        4838.67
1249           4677.27        4838.66
1250           4677.27        4838.66
1251           4677.27        4838.66
1252           4677.27        4838.66
1253           4677.27        4838.66
1254           4677.27        4838.66
1255           4677.27        4838.66
1256           4677.27        4838.66
1257           4677.27        4838.66
1258           4677.27        4838.66
1259           4677.27        4838.66
1260           4677.27        4838.66
1261           4677.27        4838.66
1262           4677.27        4838.66
1263           4677.27        4838.66
1264           4677.27        4838.66
1265           4677.27        4838.66
1266           4677.27        4838.66
1267           4677.27        4838.66
1268           4677.27        4838.66
1269           4677.26        4838.66
1270           4677.26        4838.66
1271           4677.26        4838.66
1272           4677.26        4838.66
1273           4677.26        4838.66
1274           4677.26        4838.66
1275           4677.26        4838.66
1276           4677.26        4838.66
1277           4677.26        4838.66
1278           4677.26        4838.66
1279           4677.26        4838.66
1280           4677.26        4838.66
1281           4677.26        4838.66
1282           4677.26        4838.66
1283           4677.26        4838.66
1284           4677.26        4838.66
1285           4677.26        4838.66
1286           4677.26        4838.66
1287           4677.26        4838.66
1288           4677.26        4838.66
1289           4677.26        4838.66
1290           4677.26        4838.66
1291           4677.26        4838.66
1292           4677.26        4838.66
1293           4677.26        4838.66
1294           4677.26        4838.66
1295           4677.26        4838.66
1296           4677.26        4838.66
1297           4677.26        4838.66
1298           4677.26        4838.66
1299           4677.26        4838.66
1300           4677.26        4838.65
1301           4677.26        4838.65
1302           4677.26        4838.65
1303           4677.26        4838.65
1304           4677.26        4838.65
1305           4677.26        4838.65
1306           4677.26        4838.65
1307           4677.26        4838.65
1308           4677.26        4838.65
1309           4677.26        4838.65
1310           4677.26        4838.65
1311           4677.26        4838.65
1312           4677.26        4838.65
1313           4677.26        4838.65
1314           4677.26        4838.65
1315           4677.26        4838.65
1316           4677.26        4838.65
1317           4677.26        4838.65
1318           4677.26        4838.65
1319           4677.26        4838.65
1320           4677.26        4838.65
1321           4677.26        4838.65
1322           4677.26        4838.65
1323           4677.26        4838.65
1324           4677.26        4838.65
1325           4677.26        4838.65
1326           4677.26        4838.65
1327           4677.26        4838.65
1328           4677.26        4838.65
1329           4677.26        4838.65
1330           4677.26        4838.65
1331           4677.26        4838.65
1332           4677.26        4838.65
1333           4677.26        4838.65
1334           4677.26        4838.65
1335           4677.26        4838.65
1336           4677.26        4838.65
1337           4677.26        4838.65
1338           4677.26        4838.65
1339           4677.26        4838.65
1340           4677.26        4838.65
1341           4677.26        4838.65
1342           4677.26        4838.65
1343           4677.26        4838.65
1344           4677.26        4838.65
1345           4677.26        4838.65
1346           4677.26        4838.65
1347           4677.26        4838.65
1348           4677.26        4838.65
1349           4677.26        4838.65
1350           4677.26        4838.65
1351           4677.26        4838.65
1352           4677.26        4838.65
1353           4677.26        4838.65
1354           4677.26        4838.65
1355           4677.26        4838.65
1356           4677.26        4838.65
1357           4677.26        4838.65
1358           4677.26        4838.65
1359           4677.26        4838.65
1360           4677.26        4838.65
1361           4677.26        4838.65
1362           4677.26        4838.65
1363           4677.26        4838.65
1364           4677.26        4838.65
1365           4677.26        4838.65
1366           4677.26        4838.65
1367           4677.26        4838.65
1368           4677.26        4838.65
1369           4677.26        4838.65
1370           4677.26        4838.65
1371           4677.26        4838.65
1372           4677.26        4838.65
1373           4677.26        4838.64
1374           4677.26        4838.64
1375           4677.26        4838.64
1376           4677.26        4838.64
1377           4677.26        4838.64
1378           4677.26        4838.64
1379           4677.26        4838.64
1380           4677.26        4838.64
1381           4677.26        4838.64
1382           4677.26        4838.64
1383           4677.26        4838.64
1384           4677.26        4838.64
1385           4677.26        4838.64
1386           4677.26        4838.64
1387           4677.26        4838.64
1388           4677.26        4838.64
1389           4677.26        4838.64
1390           4677.26        4838.64
1391           4677.26        4838.64
1392           4677.26        4838.64
1393           4677.26        4838.64
1394           4677.26        4838.64
1395           4677.26        4838.64
1396           4677.26        4838.64
1397           4677.26        4838.64
1398           4677.26        4838.64
1399           4677.26        4838.64
1400           4677.26        4838.64
1401           4677.26        4838.64
1402           4677.26        4838.64
1403           4677.26        4838.64
1404           4677.26        4838.64
1405           4677.26        4838.64
1406           4677.26        4838.64
1407           4677.26        4838.64
1408           4677.26        4838.64
1409           4677.26        4838.64
1410           4677.26        4838.64
1411           4677.26        4838.64
1412           4677.26        4838.64
1413           4677.26        4838.64
1414           4677.26        4838.64
1415           4677.26        4838.64
1416           4677.26        4838.64
1417           4677.26        4838.64
1418           4677.26        4838.64
1419           4677.26        4838.64
1420           4677.26        4838.64
1421           4677.26        4838.64
1422           4677.26        4838.64
1423           4677.26        4838.64
1424           4677.26        4838.64
1425           4677.26        4838.64
1426           4677.26        4838.64
1427           4677.26        4838.64
1428           4677.26        4838.64
1429           4677.26        4838.64
1430           4677.26        4838.64
1431           4677.26        4838.64
1432           4677.26        4838.64
1433           4677.26        4838.64
1434           4677.26        4838.64
1435           4677.26        4838.64
1436           4677.26        4838.64
1437           4677.26        4838.64
1438           4677.26        4838.64
1439           4677.26        4838.64
1440           4677.26        4838.64
1441           4677.26        4838.64
1442           4677.25        4838.64
1443           4677.25        4838.64
1444           4677.25        4838.64
1445           4677.25        4838.64
1446           4677.25        4838.64
1447           4677.25        4838.64
1448           4677.25        4838.64
1449           4677.25        4838.64
1450           4677.25        4838.64
1451           4677.25        4838.64
1452           4677.25        4838.64
1453           4677.25        4838.64
1454           4677.25        4838.64
1455           4677.25        4838.64
1456           4677.25        4838.64
1457           4677.25        4838.64
1458           4677.25        4838.64
1459           4677.25        4838.64
1460           4677.25        4838.64
1461           4677.25        4838.64
1462           4677.25        4838.64
1463           4677.25        4838.64
1464           4677.25        4838.64
1465           4677.25        4838.64
1466           4677.25        4838.64
1467           4677.25        4838.64
1468           4677.25        4838.64
1469           4677.25        4838.64
1470           4677.25        4838.64
1471           4677.25        4838.64
1472           4677.25        4838.64
1473           4677.25        4838.64
1474           4677.25        4838.64
1475           4677.25        4838.64
1476           4677.25        4838.64
1477           4677.25        4838.64
1478           4677.25        4838.64
1479           4677.25        4838.63
1480           4677.25        4838.63
1481           4677.25        4838.63
1482           4677.25        4838.63
1483           4677.25        4838.63
1484           4677.25        4838.63
1485           4677.25        4838.63
1486           4677.25        4838.63
1487           4677.25        4838.63
1488           4677.25        4838.63
1489           4677.25        4838.63
1490           4677.25        4838.63
1491           4677.25        4838.63
1492           4677.25        4838.63
1493           4677.25        4838.63
1494           4677.25        4838.63
1495           4677.25        4838.63
1496           4677.25        4838.63
1497           4677.25        4838.63
1498           4677.25        4838.63
1499           4677.25        4838.63
1500           4677.25        4838.63
1501           4677.25        4838.63
1502           4677.25        4838.63
1503           4677.25        4838.63
1504           4677.25        4838.63
1505           4677.25        4838.63
1506           4677.25        4838.63
1507           4677.25        4838.63
1508           4677.25        4838.63
1509           4677.25        4838.63
1510           4677.25        4838.63
1511           4677.25        4838.63
1512           4677.25        4838.63
1513           4677.25        4838.63
1514           4677.25        4838.63
1515           4677.25        4838.63
1516           4677.25        4838.63
1517           4677.25        4838.63
1518           4677.25        4838.63
1519           4677.25        4838.63
1520           4677.25        4838.63
1521           4677.25        4838.63
1522           4677.25        4838.63
1523           4677.25        4838.63
1524           4677.25        4838.63
1525           4677.25        4838.63
1526           4677.25        4838.63
1527           4677.25        4838.63
1528           4677.25        4838.63
1529           4677.25        4838.63
1530           4677.25        4838.63
1531           4677.25        4838.63
1532           4677.25        4838.63
1533           4677.25        4838.63
1534           4677.25        4838.63
1535           4677.25        4838.63
1536           4677.25        4838.63
1537           4677.25        4838.63
1538           4677.25        4838.63
1539           4677.25        4838.63
1540           4677.25        4838.63
1541           4677.25        4838.63
1542           4677.25        4838.63
1543           4677.25        4838.63
1544           4677.25        4838.63
1545           4677.25        4838.63
1546           4677.25        4838.63
1547           4677.25        4838.63
1548           4677.25        4838.63
1549           4677.25        4838.63
1550           4677.25        4838.63
1551           4677.25        4838.62
1552           4677.25        4838.62
1553           4677.25        4838.62
1554           4677.25        4838.62
1555           4677.25        4838.62
1556           4677.25        4838.62
1557           4677.25        4838.62
1558           4677.25        4838.62
1559           4677.25        4838.62
1560           4677.25        4838.62
1561           4677.25        4838.62
1562           4677.25        4838.62
1563           4677.25        4838.62
1564           4677.25        4838.62
1565           4677.25        4838.62
1566           4677.25        4838.62
1567           4677.25        4838.62
1568           4677.25        4838.62
1569           4677.25        4838.62
1570           4677.25        4838.62
1571           4677.25        4838.62
1572           4677.25        4838.62
1573           4677.25        4838.62
1574           4677.25        4838.62
1575           4677.25        4838.62
1576           4677.25        4838.62
1577           4677.25        4838.62
1578           4677.25        4838.62
1579           4677.25        4838.62
1580           4677.25        4838.62
1581           4677.25        4838.62
1582           4677.25        4838.62
1583           4677.25        4838.62
1584           4677.25        4838.62
1585           4677.25        4838.62
1586           4677.25        4838.62
1587           4677.25        4838.62
1588           4677.25        4838.62
1589           4677.25        4838.62
1590           4677.25        4838.62
1591           4677.25        4838.62
1592           4677.25        4838.62
1593           4677.25        4838.62
1594           4677.25        4838.62
1595           4677.25        4838.62
1596           4677.25        4838.62
1597           4677.25        4838.62
1598           4677.25        4838.62
1599           4677.25        4838.62
1600           4677.25        4838.62
1601           4677.25        4838.62
1602           4677.25        4838.62
1603           4677.25        4838.62
1604           4677.25        4838.62
1605           4677.25        4838.62
1606           4677.25        4838.62
1607           4677.25        4838.62
1608           4677.25        4838.62
1609           4677.25        4838.62
1610           4677.25        4838.62
1611           4677.25        4838.62
1612           4677.25        4838.62
1613           4677.25        4838.62
1614           4677.25        4838.62
1615           4677.25        4838.62
1616           4677.25        4838.62
1617           4677.25        4838.62
1618           4677.25        4838.62
1619           4677.25        4838.62
1620           4677.25        4838.62
1621           4677.25        4838.62
1622           4677.25        4838.62
1623           4677.25        4838.62
1624           4677.25        4838.62
1625           4677.25        4838.62
1626           4677.25        4838.62
1627           4677.25        4838.62
1628           4677.25        4838.62
1629           4677.25        4838.61
1630           4677.25        4838.61
1631           4677.25        4838.61
1632           4677.25        4838.61
1633           4677.25        4838.61
1634           4677.25        4838.61
1635           4677.25        4838.61
1636           4677.25        4838.61
1637           4677.25        4838.61
1638           4677.25        4838.61
1639           4677.25        4838.61
1640           4677.25        4838.61
1641           4677.25        4838.61
1642           4677.25        4838.61
1643           4677.25        4838.61
1644           4677.25        4838.61
1645           4677.25        4838.61
1646           4677.25        4838.61
1647           4677.25        4838.61
1648           4677.25        4838.61
1649           4677.25        4838.61
1650           4677.25        4838.61
1651           4677.25        4838.61
1652           4677.25        4838.61
1653           4677.25        4838.61
1654           4677.25        4838.61
1655           4677.25        4838.61
1656           4677.25        4838.61
1657           4677.25        4838.61
1658           4677.25        4838.61
1659           4677.25        4838.61
1660           4677.25        4838.61
1661           4677.25        4838.61
1662           4677.25        4838.61
1663           4677.25        4838.61
1664           4677.25        4838.61
1665           4677.25        4838.61
1666           4677.25        4838.61
1667           4677.25        4838.61
1668           4677.25        4838.61
1669           4677.25        4838.61
1670           4677.25        4838.61
1671           4677.25        4838.61
1672           4677.25        4838.61
1673           4677.25        4838.61
1674           4677.25        4838.61
1675           4677.25        4838.61
1676           4677.25        4838.61
1677           4677.25        4838.61
1678           4677.25        4838.61
1679           4677.25        4838.61
1680           4677.24        4838.61
1681           4677.24        4838.61
1682           4677.24        4838.61
1683           4677.24        4838.61
1684           4677.24        4838.61
1685           4677.24        4838.61
1686           4677.24        4838.61
1687           4677.24        4838.61
1688           4677.24        4838.61
1689           4677.24        4838.61
1690           4677.24        4838.61
1691           4677.24        4838.61
1692           4677.24         4838.6
1693           4677.24         4838.6
1694           4677.24         4838.6
1695           4677.24         4838.6
1696           4677.24         4838.6
1697           4677.24         4838.6
1698           4677.24         4838.6
1699           4677.24         4838.6
1700           4677.24         4838.6
1701           4677.24         4838.6
1702           4677.24         4838.6
1703           4677.24         4838.6
1704           4677.24         4838.6
1705           4677.24         4838.6
1706           4677.24         4838.6
1707           4677.24         4838.6
1708           4677.24         4838.6
1709           4677.24         4838.6
1710           4677.24         4838.6
1711           4677.24         4838.6
1712           4677.24         4838.6
1713           4677.24         4838.6
1714           4677.24         4838.6
1715           4677.24         4838.6
1716           4677.24         4838.6
1717           4677.24         4838.6
1718           4677.24         4838.6
1719           4677.24         4838.6
1720           4677.24         4838.6
1721           4677.24         4838.6
1722           4677.24         4838.6
1723           4677.24         4838.6
1724           4677.24         4838.6
1725           4677.24         4838.6
1726           4677.24         4838.6
1727           4677.24         4838.6
1728           4677.24         4838.6
1729           4677.24         4838.6
1730           4677.24         4838.6
1731           4677.24         4838.6
1732           4677.24         4838.6
1733           4677.24         4838.6
1734           4677.24         4838.6
1735           4677.24         4838.6
1736           4677.24         4838.6
1737           4677.24         4838.6
1738           4677.24         4838.6
1739           4677.24         4838.6
1740           4677.24         4838.6
1741           4677.24         4838.6
1742           4677.24         4838.6
1743           4677.24         4838.6
1744           4677.24         4838.6
1745           4677.24         4838.6
1746           4677.24         4838.6
1747           4677.24         4838.6
1748           4677.24         4838.6
1749           4677.24         4838.6
1750           4677.24         4838.6
1751           4677.24         4838.6
1752           4677.24         4838.6
1753           4677.24         4838.6
1754           4677.24         4838.6
1755           4677.24         4838.6
1756           4677.24         4838.6
1757           4677.24         4838.6
1758           4677.24         4838.6
1759           4677.24         4838.6
1760           4677.24         4838.6
1761           4677.24         4838.6
1762           4677.24         4838.6
1763           4677.24         4838.6
1764           4677.24         4838.6
1765           4677.24         4838.6
1766           4677.24         4838.6
1767           4677.24         4838.6
1768           4677.24         4838.6
1769           4677.24         4838.6
1770           4677.24         4838.6
1771           4677.24         4838.6
1772           4677.24         4838.6
1773           4677.24         4838.6
1774           4677.24         4838.6
1775           4677.24         4838.6
1776           4677.24         4838.6
1777           4677.24         4838.6
1778           4677.24         4838.6
1779           4677.24         4838.6
1780           4677.24         4838.6
1781           4677.24         4838.6
1782           4677.24         4838.6
1783           4677.24         4838.6
1784           4677.24         4838.6
1785           4677.24         4838.6
1786           4677.24         4838.6
1787           4677.24         4838.6
1788           4677.24         4838.6
1789           4677.24         4838.6
1790           4677.24         4838.6
1791           4677.24         4838.6
1792           4677.24         4838.6
1793           4677.24         4838.6
1794           4677.24        4838.59
1795           4677.24        4838.59
1796           4677.24        4838.59
1797           4677.24        4838.59
1798           4677.24        4838.59
1799           4677.24        4838.59
1800           4677.24        4838.59
1801           4677.24        4838.59
1802           4677.24        4838.59
1803           4677.24        4838.59
1804           4677.24        4838.59
1805           4677.24        4838.59
1806           4677.24        4838.59
1807           4677.24        4838.59
1808           4677.24        4838.59
1809           4677.24        4838.59
1810           4677.24        4838.59
1811           4677.24        4838.59
1812           4677.24        4838.59
1813           4677.24        4838.59
1814           4677.24        4838.59
1815           4677.24        4838.59
1816           4677.24        4838.59
1817           4677.24        4838.59
1818           4677.24        4838.59
1819           4677.24        4838.59
1820           4677.24        4838.59
1821           4677.24        4838.59
1822           4677.24        4838.59
1823           4677.23        4838.59
1824           4677.23        4838.59
1825           4677.23        4838.59
1826           4677.23        4838.59
1827           4677.23        4838.59
1828           4677.23        4838.59
1829           4677.23        4838.59
1830           4677.23        4838.59
1831           4677.23        4838.59
1832           4677.23        4838.59
1833           4677.23        4838.59
1834           4677.23        4838.59
1835           4677.23        4838.59
1836           4677.23        4838.59
1837           4677.23        4838.59
1838           4677.23        4838.59
1839           4677.23        4838.59
1840           4677.23        4838.59
1841           4677.23        4838.59
1842           4677.23        4838.59
1843           4677.23        4838.59
1844           4677.23        4838.59
1845           4677.23        4838.59
1846           4677.23        4838.59
1847           4677.23        4838.59
1848           4677.23        4838.59
1849           4677.23        4838.59
1850           4677.23        4838.59
1851           4677.23        4838.59
1852           4677.23        4838.59
1853           4677.23        4838.59
1854           4677.23        4838.59
1855           4677.23        4838.59
1856           4677.23        4838.59
1857           4677.23        4838.59
1858           4677.23        4838.59
1859           4677.23        4838.59
1860           4677.23        4838.59
1861           4677.23        4838.59
1862           4677.23        4838.59
1863           4677.23        4838.59
1864           4677.23        4838.59
1865           4677.23        4838.59
1866           4677.23        4838.59
1867           4677.23        4838.59
1868           4677.23        4838.59
1869           4677.23        4838.59
1870           4677.23        4838.59
1871           4677.23        4838.59
1872           4677.23        4838.59
1873           4677.23        4838.59
1874           4677.23        4838.59
1875           4677.23        4838.59
1876           4677.23        4838.59
1877           4677.23        4838.59
1878           4677.23        4838.59
1879           4677.23        4838.59
1880           4677.23        4838.59
1881           4677.23        4838.59
1882           4677.23        4838.59
1883           4677.23        4838.59
1884           4677.23        4838.59
1885           4677.23        4838.59
1886           4677.23        4838.59
1887           4677.23        4838.59
1888           4677.23        4838.59
1889           4677.23        4838.59
1890           4677.23        4838.59
1891           4677.23        4838.59
1892           4677.23        4838.59
1893           4677.23        4838.59
1894           4677.23        4838.58
1895           4677.23        4838.58
1896           4677.23        4838.58
1897           4677.23        4838.58
1898           4677.23        4838.58
1899           4677.23        4838.58
1900           4677.23        4838.58
1901           4677.23        4838.58
1902           4677.23        4838.58
1903           4677.23        4838.58
1904           4677.23        4838.58
1905           4677.23        4838.58
1906           4677.23        4838.58
1907           4677.23        4838.58
1908           4677.23        4838.58
1909           4677.23        4838.58
1910           4677.23        4838.58
1911           4677.23        4838.58
1912           4677.23        4838.58
1913           4677.23        4838.58
1914           4677.23        4838.58
1915           4677.23        4838.58
1916           4677.23        4838.58
1917           4677.23        4838.58
1918           4677.23        4838.58
1919           4677.23        4838.58
1920           4677.23        4838.58
1921           4677.23        4838.58
1922           4677.23        4838.58
1923           4677.23        4838.58
1924           4677.23        4838.58
1925           4677.23        4838.58
1926           4677.23        4838.58
1927           4677.23        4838.58
1928           4677.23        4838.58
1929           4677.23        4838.58
1930           4677.23        4838.58
1931           4677.23        4838.58
1932           4677.23        4838.58
1933           4677.23        4838.58
1934           4677.23        4838.58
1935           4677.23        4838.58
1936           4677.23        4838.58
1937           4677.23        4838.58
1938           4677.23        4838.58
1939           4677.23        4838.58
1940           4677.23        4838.58
1941           4677.23        4838.58
1942           4677.23        4838.58
1943           4677.23        4838.58
1944           4677.23        4838.58
1945           4677.23        4838.58
1946           4677.23        4838.58
1947           4677.23        4838.58
1948           4677.23        4838.58
1949           4677.23        4838.58
1950           4677.23        4838.58
1951           4677.23        4838.58
1952           4677.23        4838.58
1953           4677.23        4838.58
1954           4677.23        4838.58
1955           4677.23        4838.58
1956           4677.23        4838.58
1957           4677.23        4838.58
1958           4677.23        4838.58
1959           4677.23        4838.58
1960           4677.23        4838.58
1961           4677.23        4838.58
1962           4677.23        4838.58
1963           4677.23        4838.58
1964           4677.23        4838.58
1965           4677.23        4838.58
1966           4677.23        4838.58
1967           4677.23        4838.58
1968           4677.23        4838.58
1969           4677.23        4838.58
1970           4677.23        4838.58
1971           4677.23        4838.58
1972           4677.23        4838.58
1973           4677.23        4838.58
1974           4677.23        4838.58
1975           4677.23        4838.58
1976           4677.23        4838.58
1977           4677.23        4838.58
1978           4677.23        4838.58
1979           4677.23        4838.58
1980           4677.23        4838.58
1981           4677.23        4838.58
1982           4677.23        4838.58
1983           4677.23        4838.58
1984           4677.23        4838.58
1985           4677.23        4838.58
1986           4677.23        4838.58
1987           4677.23        4838.58
1988           4677.23        4838.58
1989           4677.23        4838.58
1990           4677.23        4838.58
1991           4677.23        4838.58
1992           4677.23        4838.58
1993           4677.23        4838.58
1994           4677.23        4838.58
1995           4677.23        4838.58
1996           4677.23        4838.58
1997           4677.23        4838.58
1998           4677.23        4838.58
1999           4677.23        4838.58
2000           4677.23        4838.58
2001           4677.23        4838.58
2002           4677.23        4838.58
2003           4677.23        4838.58
2004           4677.23        4838.58
2005           4677.23        4838.58
2006           4677.23        4838.58
2007           4677.23        4838.58
2008           4677.23        4838.58
2009           4677.23        4838.58
2010           4677.23        4838.58
2011           4677.23        4838.58
2012           4677.23        4838.58
2013           4677.23        4838.58
2014           4677.23        4838.58
2015           4677.23        4838.58
2016           4677.23        4838.58
2017           4677.23        4838.58
2018           4677.23        4838.58
2019           4677.23        4838.58
2020           4677.23        4838.58
2021           4677.23        4838.58
2022           4677.23        4838.58
2023           4677.23        4838.57
2024           4677.23        4838.57
2025           4677.23        4838.57
2026           4677.23        4838.57
2027           4677.23        4838.57
2028           4677.23        4838.57
2029           4677.23        4838.57
2030           4677.23        4838.57
2031           4677.23        4838.57
2032           4677.23        4838.57
2033           4677.23        4838.57
2034           4677.23        4838.57
2035           4677.23        4838.57
2036           4677.23        4838.57
2037           4677.23        4838.57
2038           4677.23        4838.57
2039           4677.23        4838.57
2040           4677.23        4838.57
2041           4677.23        4838.57
2042           4677.23        4838.57
2043           4677.23        4838.57
2044           4677.23        4838.57
2045           4677.23        4838.57
2046           4677.23        4838.57
2047           4677.23        4838.57
2048           4677.23        4838.57
2049           4677.23        4838.57
2050           4677.23        4838.57
2051           4677.23        4838.57
2052           4677.23        4838.57
2053           4677.23        4838.57
2054           4677.23        4838.57
2055           4677.23        4838.57
2056           4677.23        4838.57
2057           4677.23        4838.57
2058           4677.23        4838.57
2059           4677.23        4838.57
2060           4677.23        4838.57
2061           4677.23        4838.57
2062           4677.23        4838.57
2063           4677.23        4838.57
2064           4677.23        4838.57
2065           4677.23        4838.57
2066           4677.23        4838.57
2067           4677.23        4838.57
2068           4677.23        4838.57
2069           4677.23        4838.57
2070           4677.23        4838.57
2071           4677.23        4838.57
2072           4677.23        4838.57
2073           4677.23        4838.57
2074           4677.23        4838.57
2075           4677.23        4838.57
2076           4677.23        4838.57
2077           4677.23        4838.57
2078           4677.23        4838.57
2079           4677.23        4838.57
2080           4677.23        4838.57
2081           4677.23        4838.57
2082           4677.23        4838.57
2083           4677.23        4838.57
2084           4677.23        4838.57
2085           4677.23        4838.57
2086           4677.23        4838.57
2087           4677.23        4838.57
2088           4677.23        4838.57
2089           4677.23        4838.57
2090           4677.23        4838.57
2091           4677.23        4838.57
2092           4677.23        4838.57
2093           4677.23        4838.57
2094           4677.23        4838.57
2095           4677.23        4838.57
2096           4677.23        4838.57
2097           4677.23        4838.57
2098           4677.23        4838.57
2099           4677.23        4838.57
2100           4677.23        4838.57
2101           4677.23        4838.57
2102           4677.23        4838.57
2103           4677.23        4838.57
2104           4677.23        4838.57
2105           4677.22        4838.57
2106           4677.22        4838.57
2107           4677.22        4838.57
2108           4677.22        4838.57
2109           4677.22        4838.57
2110           4677.22        4838.57
2111           4677.22        4838.57
2112           4677.22        4838.57
2113           4677.22        4838.57
2114           4677.22        4838.57
2115           4677.22        4838.57
2116           4677.22        4838.57
2117           4677.22        4838.57
2118           4677.22        4838.57
2119           4677.22        4838.57
2120           4677.22        4838.57
2121           4677.22        4838.57
2122           4677.22        4838.57
2123           4677.22        4838.57
2124           4677.22        4838.57
2125           4677.22        4838.57
2126           4677.22        4838.57
2127           4677.22        4838.57
2128           4677.22        4838.57
2129           4677.22        4838.57
2130           4677.22        4838.57
2131           4677.22        4838.57
2132           4677.22        4838.57
2133           4677.22        4838.57
2134           4677.22        4838.57
2135           4677.22        4838.57
2136           4677.22        4838.57
2137           4677.22        4838.57
2138           4677.22        4838.57
2139           4677.22        4838.57
2140           4677.22        4838.57
2141           4677.22        4838.56
2142           4677.22        4838.56
2143           4677.22        4838.56
2144           4677.22        4838.56
2145           4677.22        4838.56
2146           4677.22        4838.56
2147           4677.22        4838.56
2148           4677.22        4838.56
2149           4677.22        4838.56
2150           4677.22        4838.56
2151           4677.22        4838.56
2152           4677.22        4838.56
2153           4677.22        4838.56
2154           4677.22        4838.56
2155           4677.22        4838.56
2156           4677.22        4838.56
2157           4677.22        4838.56
2158           4677.22        4838.56
2159           4677.22        4838.56
2160           4677.22        4838.56
2161           4677.22        4838.56
2162           4677.22        4838.56
2163           4677.22        4838.56
2164           4677.22        4838.56
2165           4677.22        4838.56
2166           4677.22        4838.56
2167           4677.22        4838.56
2168           4677.22        4838.56
2169           4677.22        4838.56
2170           4677.22        4838.56
2171           4677.22        4838.56
2172           4677.22        4838.56
2173           4677.22        4838.56
2174           4677.22        4838.56
2175           4677.22        4838.56
2176           4677.22        4838.56
2177           4677.22        4838.56
2178           4677.22        4838.56
2179           4677.22        4838.56
2180           4677.22        4838.56
2181           4677.22        4838.56
2182           4677.22        4838.56
2183           4677.22        4838.56
2184           4677.22        4838.56
2185           4677.22        4838.56
2186           4677.22        4838.56
2187           4677.22        4838.56
2188           4677.22        4838.56
2189           4677.22        4838.56
2190           4677.22        4838.56
2191           4677.22        4838.56
2192           4677.22        4838.56
2193           4677.22        4838.56
2194           4677.22        4838.56
2195           4677.22        4838.56
2196           4677.22        4838.56
2197           4677.22        4838.56
2198           4677.22        4838.56
2199           4677.22        4838.56
2200           4677.22        4838.56
2201           4677.22        4838.56
2202           4677.22        4838.56
2203           4677.22        4838.56
2204           4677.22        4838.56
2205           4677.22        4838.56
2206           4677.22        4838.56
2207           4677.22        4838.56
2208           4677.22        4838.56
2209           4677.22        4838.56
2210           4677.22        4838.56
2211           4677.22        4838.56
2212           4677.22        4838.56
2213           4677.22        4838.56
2214           4677.22        4838.56
2215           4677.22        4838.56
2216           4677.22        4838.56
2217           4677.22        4838.56
