#ITER     #MEDIA_BFO        #MEDIA_M
2218           4677.22        4838.56
2219           4677.22        4838.56
2220           4677.22        4838.56
2221           4677.22        4838.56
2222           4677.22        4838.56
2223           4677.22        4838.56
2224           4677.22        4838.56
2225           4677.22        4838.56
2226           4677.22        4838.56
2227           4677.22        4838.56
2228           4677.22        4838.56
2229           4677.22        4838.56
2230           4677.22        4838.56
2231           4677.22        4838.56
2232           4677.22        4838.56
2233           4677.22        4838.56
2234           4677.22        4838.56
2235           4677.22        4838.56
2236           4677.22        4838.56
2237           4677.22        4838.56
2238           4677.22        4838.56
2239           4677.22        4838.56
2240           4677.22        4838.56
2241           4677.22        4838.56
2242           4677.22        4838.56
2243           4677.22        4838.56
2244           4677.22        4838.56
2245           4677.22        4838.56
2246           4677.22        4838.56
2247           4677.22        4838.56
2248           4677.22        4838.56
2249           4677.22        4838.56
2250           4677.22        4838.56
2251           4677.22        4838.56
2252           4677.22        4838.56
2253           4677.22        4838.56
2254           4677.22        4838.56
2255           4677.22        4838.56
2256           4677.22        4838.56
2257           4677.22        4838.56
2258           4677.22        4838.56
2259           4677.22        4838.56
2260           4677.22        4838.56
2261           4677.22        4838.56
2262           4677.22        4838.56
2263           4677.22        4838.56
2264           4677.22        4838.56
2265           4677.22        4838.56
2266           4677.22        4838.56
2267           4677.22        4838.56
2268           4677.22        4838.56
2269           4677.22        4838.56
2270           4677.22        4838.56
2271           4677.22        4838.56
2272           4677.22        4838.56
2273           4677.22        4838.56
2274           4677.22        4838.56
2275           4677.22        4838.56
2276           4677.22        4838.56
2277           4677.22        4838.56
2278           4677.22        4838.56
2279           4677.22        4838.56
2280           4677.22        4838.56
2281           4677.22        4838.56
2282           4677.22        4838.56
2283           4677.22        4838.56
2284           4677.22        4838.56
2285           4677.22        4838.56
2286           4677.22        4838.56
2287           4677.22        4838.56
2288           4677.22        4838.56
2289           4677.22        4838.56
2290           4677.22        4838.56
2291           4677.22        4838.56
2292           4677.22        4838.56
2293           4677.22        4838.56
2294           4677.22        4838.56
2295           4677.22        4838.55
2296           4677.22        4838.55
2297           4677.22        4838.55
2298           4677.22        4838.55
2299           4677.22        4838.55
2300           4677.22        4838.55
2301           4677.22        4838.55
2302           4677.22        4838.55
2303           4677.22        4838.55
2304           4677.22        4838.55
2305           4677.22        4838.55
2306           4677.22        4838.55
2307           4677.22        4838.55
2308           4677.22        4838.55
2309           4677.22        4838.55
2310           4677.22        4838.55
2311           4677.22        4838.55
2312           4677.22        4838.55
2313           4677.22        4838.55
2314           4677.22        4838.55
2315           4677.22        4838.55
2316           4677.22        4838.55
2317           4677.22        4838.55
2318           4677.22        4838.55
2319           4677.22        4838.55
2320           4677.22        4838.55
2321           4677.22        4838.55
2322           4677.22        4838.55
2323           4677.22        4838.55
2324           4677.22        4838.55
2325           4677.22        4838.55
2326           4677.22        4838.55
2327           4677.22        4838.55
2328           4677.22        4838.55
2329           4677.22        4838.55
2330           4677.22        4838.55
2331           4677.22        4838.55
2332           4677.22        4838.55
2333           4677.22        4838.55
2334           4677.22        4838.55
2335           4677.22        4838.55
2336           4677.22        4838.55
2337           4677.22        4838.55
2338           4677.22        4838.55
2339           4677.22        4838.55
2340           4677.22        4838.55
2341           4677.22        4838.55
2342           4677.22        4838.55
2343           4677.22        4838.55
2344           4677.22        4838.55
2345           4677.22        4838.55
2346           4677.22        4838.55
2347           4677.22        4838.55
2348           4677.22        4838.55
2349           4677.22        4838.55
2350           4677.22        4838.55
2351           4677.22        4838.55
2352           4677.22        4838.55
2353           4677.22        4838.55
2354           4677.22        4838.55
2355           4677.22        4838.55
2356           4677.22        4838.55
2357           4677.22        4838.55
2358           4677.22        4838.55
2359           4677.22        4838.55
2360           4677.22        4838.55
2361           4677.22        4838.55
2362           4677.22        4838.55
2363           4677.22        4838.55
2364           4677.22        4838.55
2365           4677.22        4838.55
2366           4677.22        4838.55
2367           4677.22        4838.55
2368           4677.22        4838.55
2369           4677.22        4838.55
2370           4677.22        4838.55
2371           4677.22        4838.55
2372           4677.22        4838.55
2373           4677.22        4838.55
2374           4677.22        4838.55
2375           4677.22        4838.55
2376           4677.22        4838.55
2377           4677.22        4838.55
2378           4677.22        4838.55
2379           4677.22        4838.55
2380           4677.22        4838.55
2381           4677.22        4838.55
2382           4677.22        4838.55
2383           4677.22        4838.55
2384           4677.22        4838.55
2385           4677.22        4838.55
2386           4677.22        4838.55
2387           4677.22        4838.55
2388           4677.22        4838.55
2389           4677.22        4838.55
2390           4677.22        4838.55
2391           4677.22        4838.55
2392           4677.22        4838.55
2393           4677.22        4838.55
2394           4677.22        4838.55
2395           4677.22        4838.55
2396           4677.22        4838.55
2397           4677.22        4838.55
2398           4677.22        4838.55
2399           4677.22        4838.55
2400           4677.22        4838.55
2401           4677.22        4838.55
2402           4677.22        4838.55
2403           4677.22        4838.55
2404           4677.22        4838.55
2405           4677.22        4838.55
2406           4677.22        4838.55
2407           4677.22        4838.55
2408           4677.22        4838.55
2409           4677.22        4838.55
2410           4677.22        4838.55
2411           4677.22        4838.55
2412           4677.22        4838.55
2413           4677.22        4838.55
2414           4677.22        4838.55
2415           4677.22        4838.55
2416           4677.22        4838.55
2417           4677.22        4838.55
2418           4677.22        4838.55
2419           4677.22        4838.55
2420           4677.22        4838.55
2421           4677.22        4838.55
2422           4677.22        4838.55
2423           4677.22        4838.55
2424           4677.22        4838.55
2425           4677.22        4838.55
2426           4677.22        4838.55
2427           4677.22        4838.55
2428           4677.22        4838.55
2429           4677.22        4838.55
2430           4677.22        4838.55
2431           4677.22        4838.55
2432           4677.22        4838.55
2433           4677.22        4838.55
2434           4677.22        4838.55
2435           4677.22        4838.55
2436           4677.22        4838.55
2437           4677.22        4838.55
2438           4677.22        4838.55
2439           4677.22        4838.55
2440           4677.22        4838.55
2441           4677.21        4838.55
2442           4677.21        4838.55
2443           4677.21        4838.55
2444           4677.21        4838.55
2445           4677.21        4838.55
2446           4677.21        4838.55
2447           4677.21        4838.55
2448           4677.21        4838.55
2449           4677.21        4838.55
2450           4677.21        4838.55
2451           4677.21        4838.55
2452           4677.21        4838.55
2453           4677.21        4838.55
2454           4677.21        4838.55
2455           4677.21        4838.55
2456           4677.21        4838.55
2457           4677.21        4838.55
2458           4677.21        4838.55
2459           4677.21        4838.55
2460           4677.21        4838.55
2461           4677.21        4838.55
2462           4677.21        4838.55
2463           4677.21        4838.55
2464           4677.21        4838.55
2465           4677.21        4838.55
2466           4677.21        4838.55
2467           4677.21        4838.55
2468           4677.21        4838.55
2469           4677.21        4838.55
2470           4677.21        4838.55
2471           4677.21        4838.55
2472           4677.21        4838.55
2473           4677.21        4838.55
2474           4677.21        4838.55
2475           4677.21        4838.55
2476           4677.21        4838.55
2477           4677.21        4838.55
2478           4677.21        4838.55
2479           4677.21        4838.55
2480           4677.21        4838.55
2481           4677.21        4838.55
2482           4677.21        4838.55
2483           4677.21        4838.55
2484           4677.21        4838.55
2485           4677.21        4838.55
2486           4677.21        4838.55
2487           4677.21        4838.55
2488           4677.21        4838.55
2489           4677.21        4838.55
2490           4677.21        4838.55
2491           4677.21        4838.54
2492           4677.21        4838.54
2493           4677.21        4838.54
2494           4677.21        4838.54
2495           4677.21        4838.54
2496           4677.21        4838.54
2497           4677.21        4838.54
2498           4677.21        4838.54
2499           4677.21        4838.54
2500           4677.21        4838.54
