#ITER       #BEST_FO       #MEDIA_FO
1                 0    3.36234e+07
2                 0         729194
3                 0          50606
4                 0        27030.7
5                 0        25217.7
6                 0        20987.3
7                 0        19359.9
8                 0        18071.8
9                 0        16867.8
10                 0        16105.5
11                 0        15132.9
12                 0        14728.3
13                 0        13933.6
14                 0        12931.2
15                 0        12620.8
16                 0        12384.7
17                 0        11731.1
18                 0        11614.9
19                 0        11543.2
20                 0        11467.4
21                 0        11265.3
22                 0        11020.3
23                 0        10857.1
24                 0        10652.9
25                 0        10636.8
26                 0          10337
27                 0        10288.8
28                 0        10230.2
29                 0        10091.5
30                 0        10014.9
31                 0        9943.38
32                 0        9707.24
33                 0        9470.84
34                 0        9278.39
35                 0        9143.99
36                 0        9126.35
37                 0         9110.5
38                 0         9062.9
39                 0        8942.19
40                 0        8797.13
41                 0        8770.37
42                 0        8769.84
43                 0        8704.85
44                 0        8609.17
45                 0        8447.23
46                 0        8316.31
47                 0        8222.76
48                 0        8126.14
49                 0        8098.09
50                 0        7984.14
51                 0        7884.14
52                 0         7848.8
53                 0        7714.95
54                 0        7699.95
55                 0        7691.93
56                 0        7632.07
57                 0        7527.04
58                 0        7522.64
59                 0        7462.54
60                 0        7395.04
61                 0        7385.72
62                 0         7305.5
63                 0        7285.76
64                 0        7285.37
65                 0        7285.36
66                 0        7229.67
67                 0        7214.85
68                 0        7210.36
69                 0        7192.65
70                 0         7192.3
71                 0        7180.43
72                 0        7180.19
73                 0        7161.18
74                 0        7106.94
75                 0        7105.85
76                 0        7096.95
77                 0        7096.77
78                 0        7070.45
79                 0        7063.21
80                 0        7055.19
81                 0        7047.38
82                 0         7006.6
83                 0        7005.78
84                 0        7003.81
85                 0        6971.41
86                 0        6959.25
87                 0        6959.01
88                 0           6959
89                 0           6959
90                 0        6915.03
91                 0        6890.42
92                 0        6889.93
93                 0        6877.77
94                 0        6877.53
95                 0        6859.98
96                 0        6821.68
97                 0        6820.84
98                 0        6802.53
99                 0        6802.16
100                 0        6802.16
101                 0         6795.1
102                 0        6794.96
103                 0        6794.95
104                 0        6794.95
105                 0        6794.95
106                 0        6789.65
107                 0        6789.54
108                 0        6769.67
109                 0        6762.24
110                 0        6762.09
111                 0        6754.15
112                 0        6750.03
113                 0        6749.94
114                 0        6749.06
115                 0        6727.01
116                 0        6712.32
117                 0        6712.03
118                 0        6712.02
119                 0        6712.02
120                 0        6707.28
