#ITER       #BEST_FO       #MEDIA_FO
1                 0    1.15423e+07
2                 0         280178
3                 0          40506
4                 0        31137.4
5                 0        26804.5
6                 0        24840.1
7                 0        21267.2
8                 0        18969.8
9                 0        17728.3
10                 0        16182.2
11                 0        14881.3
12                 0        13906.7
13                 0        12729.4
14                 0        12022.3
15                 0        11789.8
16                 0          11619
17                 0        11286.1
18                 0        11231.7
19                 0        11109.2
20                 0        11106.8
21                 0        10819.9
22                 0        10472.5
23                 0          10346
24                 0        9967.54
25                 0        9823.04
26                 0        9661.04
27                 0        9526.18
28                 0        9379.65
29                 0        9097.32
30                 0        9034.77
31                 0        8822.86
32                 0        8661.85
33                 0        8413.36
34                 0        8188.15
35                 0        8075.37
36                 0        7771.13
37                 0        7612.34
38                 0        7609.16
39                 0        7560.34
40                 0        7520.27
41                 0        7458.55
42                 0        7351.24
43                 0        7269.94
44                 0        7241.49
45                 0        7217.86
46                 0        6994.96
47                 0        6802.24
48                 0        6798.39
49                 0        6786.29
50                 0        6786.05
51                 0        6745.38
52                 0        6605.68
53                 0        6564.68
54                 0        6483.89
55                 0        6475.88
56                 0        6375.96
57                 0        6373.96
58                 0        6258.27
59                 0        6255.95
60                 0        6238.83
61                 0        6195.19
62                 0        6194.32
63                 0        6191.48
64                 0           6120
65                 0        6009.33
66                 0        5982.33
67                 0        5972.82
68                 0        5951.46
69                 0        5891.59
70                 0        5877.12
71                 0        5783.87
72                 0        5782.01
73                 0        5762.84
74                 0        5762.45
75                 0        5752.15
76                 0        5751.95
77                 0        5751.94
78                 0        5751.94
79                 0        5749.71
80                 0        5696.76
81                 0        5682.85
82                 0        5682.57
83                 0        5668.31
84                 0        5618.57
85                 0        5586.41
86                 0         5580.7
87                 0        5570.34
88                 0        5570.14
89                 0        5570.13
90                 0        5539.18
91                 0        5462.18
92                 0        5400.05
93                 0        5398.81
94                 0        5398.79
95                 0        5398.79
96                 0        5398.79
97                 0        5358.48
98                 0        5357.68
99                 0        5277.54
100                 0        5275.94
101                 0        5267.46
102                 0        5254.98
103                 0        5251.43
104                 0        5251.36
105                 0        5179.39
106                 0        5153.54
107                 0           5149
108                 0        5148.91
109                 0        5148.91
110                 0        5148.91
111                 0        5148.58
112                 0         5129.2
113                 0        5128.82
114                 0        5128.81
115                 0        5071.94
116                 0        5069.68
117                 0        5069.63
118                 0        5043.03
119                 0         5042.5
120                 0        5026.35
121                 0        5022.74
122                 0        5022.67
123                 0        5001.65
124                 0        4959.72
125                 0        4958.88
126                 0        4924.09
127                 0         4923.4
128                 0        4900.15
129                 0        4899.68
130                 0        4869.49
131                 0        4845.39
132                 0        4840.71
133                 0        4839.27
134                 0         4816.6
135                 0        4816.14
136                 0        4800.15
137                 0        4799.83
138                 0        4797.39
139                 0        4797.34
140                 0        4777.46
141                 0        4777.06
142                 0        4772.43
143                 0        4724.28
144                 0        4704.64
145                 0        4688.76
146                 0        4688.44
147                 0        4688.44
148                 0        4669.41
149                 0        4669.02
150                 0        4669.02
151                 0        4669.02
152                 0        4669.02
153                 0        4646.46
154                 0           4646
155                 0           4646
156                 0        4641.44
157                 0        4641.35
158                 0        4641.34
159                 0        4641.34
160                 0        4641.34
161                 0        4597.98
162                 0        4580.01
163                 0        4579.65
164                 0        4568.69
165                 0        4550.98
166                 0        4550.62
167                 0        4550.61
168                 0        4550.61
169                 0        4550.61
170                 0        4533.99
171                 0        4533.66
172                 0        4529.26
173                 0        4529.18
174                 0        4529.17
175                 0        4529.17
176                 0        4529.17
177                 0        4523.66
178                 0        4523.55
179                 0        4523.54
180                 0        4512.05
181                 0        4511.82
182                 0        4511.82
183                 0        4497.75
184                 0        4497.47
185                 0        4497.46
186                 0        4479.46
187                 0        4478.56
188                 0        4474.83
189                 0        4474.76
190                 0        4474.76
191                 0        4469.17
192                 0        4469.06
193                 0        4459.53
194                 0        4449.02
195                 0        4448.81
196                 0        4435.59
197                 0        4435.32
198                 0        4435.32
199                 0        4435.32
200                 0        4435.32
201                 0        4435.32
202                 0        4433.26
203                 0        4408.43
204                 0         4401.6
205                 0        4399.04
206                 0        4398.99
207                 0        4398.99
208                 0        4398.99
209                 0        4398.99
210                 0        4389.63
211                 0        4389.44
212                 0        4389.44
213                 0        4389.44
214                 0        4389.44
215                 0        4389.44
216                 0        4389.44
217                 0        4385.29
218                 0        4385.21
219                 0         4385.2
220                 0         4385.2
221                 0        4377.81
222                 0        4366.79
223                 0         4355.1
224                 0        4354.86
225                 0        4354.86
226                 0        4350.29
227                 0        4350.19
228                 0        4331.77
229                 0         4331.2
230                 0        4331.18
231                 0        4331.18
232                 0        4331.18
233                 0         4323.5
234                 0        4323.35
235                 0        4323.35
236                 0        4323.35
237                 0        4323.33
238                 0        4323.33
239                 0        4323.33
240                 0        4323.33
241                 0        4323.33
242                 0        4323.33
243                 0        4323.33
244                 0        4323.33
245                 0        4323.33
246                 0        4323.33
247                 0        4323.33
248                 0        4309.78
249                 0        4309.51
250                 0        4309.51
251                 0        4309.51
252                 0        4309.51
253                 0        4309.51
254                 0        4303.72
255                 0        4303.61
256                 0        4303.61
257                 0        4303.61
258                 0        4303.61
259                 0        4301.15
260                 0         4301.1
261                 0         4301.1
262                 0         4301.1
263                 0         4301.1
264                 0        4289.36
265                 0        4289.13
266                 0        4289.12
267                 0        4289.12
268                 0        4289.12
269                 0        4288.58
270                 0        4288.57
271                 0        4288.57
272                 0        4288.57
273                 0        4285.38
274                 0        4285.32
275                 0        4279.09
276                 0        4278.97
277                 0        4278.96
278                 0        4278.96
279                 0         4270.3
280                 0        4266.82
281                 0        4266.75
282                 0        4266.75
283                 0        4264.24
284                 0        4264.19
285                 0        4264.19
286                 0        4264.19
287                 0        4264.19
288                 0        4264.19
289                 0        4264.19
290                 0        4264.19
291                 0        4264.19
292                 0        4264.19
293                 0        4264.19
294                 0        4264.19
295                 0        4264.19
296                 0         4257.3
297                 0        4251.45
298                 0         4245.3
299                 0        4245.18
300                 0        4244.68
301                 0        4239.94
302                 0        4239.85
303                 0        4239.85
304                 0        4230.67
305                 0        4230.45
306                 0        4230.45
307                 0        4230.45
308                 0        4230.45
309                 0        4224.72
310                 0        4224.61
311                 0         4224.6
312                 0         4224.6
313                 0         4224.6
314                 0        4220.68
315                 0        4218.37
316                 0        4218.32
317                 0        4218.32
318                 0        4218.32
319                 0        4218.32
320                 0        4218.32
321                 0        4218.32
322                 0        4211.67
323                 0        4211.54
324                 0        4211.54
325                 0        4211.54
326                 0        4211.54
327                 0        4211.54
328                 0        4211.18
329                 0        4211.17
330                 0        4204.02
331                 0        4203.88
332                 0        4203.88
333                 0        4203.88
334                 0        4203.88
335                 0        4203.88
336                 0        4203.88
337                 0        4197.15
338                 0        4197.02
339                 0        4197.02
340                 0        4196.76
341                 0        4195.65
342                 0        4195.63
343                 0        4195.63
344                 0        4195.63
345                 0        4189.59
346                 0        4189.47
347                 0        4189.47
348                 0        4183.47
349                 0        4183.35
350                 0        4180.19
351                 0        4180.13
352                 0        4180.13
353                 0        4180.13
354                 0        4180.13
355                 0        4180.13
356                 0        4180.13
357                 0        4180.13
358                 0        4169.68
359                 0        4169.47
360                 0        4169.46
361                 0        4169.46
362                 0        4169.46
363                 0        4169.46
364                 0        4169.46
365                 0        4166.25
366                 0        4166.19
367                 0        4156.19
368                 0        4155.46
369                 0        4155.44
370                 0        4155.44
371                 0        4153.53
372                 0        4153.49
373                 0        4153.49
374                 0        4153.49
375                 0        4153.49
376                 0        4153.49
377                 0        4153.49
378                 0        4153.49
379                 0        4153.49
380                 0        4153.49
381                 0        4152.34
382                 0        4147.85
383                 0        4147.76
384                 0        4147.76
385                 0        4147.76
386                 0        4147.76
387                 0        4147.76
388                 0        4147.76
389                 0        4147.76
390                 0        4147.76
391                 0        4147.76
392                 0        4147.76
393                 0        4147.76
394                 0        4147.76
395                 0        4147.76
396                 0        4147.76
397                 0        4147.76
398                 0         4142.6
399                 0         4142.5
400                 0        4135.61
401                 0        4135.47
402                 0        4135.47
403                 0        4135.47
404                 0        4131.72
405                 0        4131.64
406                 0        4131.64
407                 0        4131.64
408                 0        4131.64
409                 0        4131.64
410                 0        4131.64
411                 0        4123.02
412                 0        4122.85
413                 0        4120.39
414                 0        4120.34
415                 0        4120.34
416                 0        4120.34
417                 0        4120.34
418                 0        4120.34
419                 0        4120.34
420                 0        4120.34
421                 0        4120.34
422                 0        4120.34
423                 0        4120.34
424                 0        4120.34
425                 0        4120.34
426                 0        4116.94
427                 0        4116.87
428                 0        4116.87
429                 0        4116.87
430                 0        4116.87
431                 0        4116.87
432                 0        4116.87
433                 0        4116.85
434                 0        4116.85
435                 0        4116.85
436                 0        4116.85
437                 0        4116.85
438                 0        4113.13
439                 0        4113.05
440                 0        4113.05
441                 0        4113.05
442                 0        4113.05
443                 0        4113.05
444                 0        4113.05
445                 0        4113.05
446                 0        4113.05
447                 0        4111.02
448                 0        4110.98
449                 0        4110.98
450                 0        4110.98
451                 0        4110.98
452                 0        4110.98
453                 0        4109.28
454                 0        4109.24
455                 0        4109.24
456                 0        4109.24
457                 0        4109.24
458                 0        4109.24
459                 0        4105.53
460                 0        4105.45
461                 0        4105.45
462                 0        4105.45
463                 0        4105.45
464                 0        4103.29
465                 0        4103.25
466                 0        4103.25
467                 0        4103.25
468                 0        4103.25
469                 0        4103.25
470                 0        4103.25
471                 0        4103.25
472                 0        4103.25
473                 0        4103.25
474                 0        4103.25
475                 0        4103.25
476                 0        4103.25
477                 0        4103.25
478                 0        4103.25
479                 0        4103.25
480                 0        4103.25
481                 0        4103.25
482                 0        4103.25
483                 0        4103.25
484                 0        4103.25
485                 0        4103.25
486                 0        4103.25
487                 0        4103.25
488                 0        4102.85
489                 0        4102.84
490                 0        4096.85
491                 0        4096.73
492                 0        4096.72
493                 0        4096.72
494                 0        4096.72
495                 0        4096.72
496                 0        4092.91
497                 0        4092.83
498                 0        4092.83
499                 0        4092.83
500                 0        4092.83
501                 0        4092.83
502                 0        4092.83
503                 0        4092.83
504                 0        4092.83
505                 0        4092.83
506                 0        4092.83
507                 0         4089.8
508                 0        4089.74
509                 0        4089.74
510                 0        4089.74
511                 0        4089.74
512                 0        4089.74
513                 0        4089.74
514                 0        4089.74
515                 0        4089.74
516                 0        4088.47
517                 0        4088.45
518                 0        4088.44
519                 0        4088.44
520                 0        4087.81
521                 0         4087.8
522                 0         4087.8
523                 0         4087.8
524                 0         4087.8
525                 0         4087.8
526                 0         4087.8
527                 0         4087.8
528                 0         4087.8
529                 0         4087.8
530                 0         4087.8
531                 0         4087.8
532                 0         4087.8
533                 0         4087.8
534                 0         4087.8
535                 0         4087.8
536                 0         4087.8
537                 0         4087.8
538                 0         4087.8
539                 0         4087.8
540                 0         4087.8
541                 0         4086.4
542                 0        4086.37
543                 0        4086.37
544                 0        4086.37
545                 0        4086.37
546                 0        4084.11
547                 0        4084.07
548                 0        4084.07
549                 0        4084.07
550                 0        4084.07
551                 0        4081.22
552                 0        4081.16
553                 0        4081.16
554                 0        4081.16
555                 0        4081.16
556                 0        4081.16
557                 0        4081.16
558                 0        4081.16
559                 0        4081.16
560                 0        4081.16
561                 0        4081.16
562                 0        4081.16
563                 0        4081.16
564                 0        4081.16
565                 0        4081.16
566                 0        4081.16
567                 0        4081.16
568                 0        4081.16
569                 0        4081.16
570                 0        4081.16
571                 0        4081.16
572                 0        4081.16
573                 0         4075.9
574                 0         4075.8
575                 0         4075.8
576                 0         4075.8
577                 0         4075.8
578                 0         4075.8
579                 0         4075.8
580                 0        4075.39
581                 0        4075.39
582                 0        4075.39
583                 0        4075.39
584                 0        4075.39
585                 0        4075.39
586                 0        4075.39
587                 0        4075.39
588                 0        4075.39
589                 0        4075.39
590                 0        4075.39
591                 0        4075.39
592                 0         4066.4
593                 0        4066.22
594                 0        4066.22
595                 0        4066.22
596                 0        4066.22
597                 0        4066.22
598                 0        4066.22
599                 0        4066.22
600                 0        4066.22
601                 0        4066.22
602                 0        4066.22
603                 0        4066.22
604                 0        4064.46
605                 0        4064.42
606                 0        4064.42
607                 0        4064.42
608                 0        4063.38
609                 0        4063.36
610                 0        4063.36
611                 0        4063.36
612                 0        4063.36
613                 0        4063.36
614                 0        4063.36
615                 0        4063.36
616                 0        4063.36
617                 0        4063.36
618                 0        4063.36
619                 0        4062.96
620                 0        4062.95
621                 0        4062.95
622                 0        4062.95
623                 0        4062.95
624                 0        4062.95
625                 0        4062.95
626                 0        4058.07
627                 0        4055.56
628                 0        4055.51
629                 0        4055.51
630                 0        4055.51
631                 0        4055.51
632                 0        4055.51
633                 0        4055.51
634                 0        4045.34
635                 0        4045.14
636                 0        4045.13
637                 0        4045.13
638                 0        4045.13
639                 0        4045.13
640                 0        4045.13
641                 0        4045.13
642                 0        4045.13
643                 0        4045.13
644                 0        4045.13
645                 0        4045.13
646                 0        4045.13
647                 0        4045.13
648                 0        4045.13
649                 0        4044.49
650                 0        4044.48
651                 0        4043.71
652                 0        4042.39
653                 0        4042.37
654                 0        4042.37
655                 0        4042.37
656                 0        4042.37
657                 0        4042.37
658                 0        4042.37
659                 0        4042.09
660                 0        4042.09
661                 0        4042.09
662                 0        4042.09
663                 0        4042.09
664                 0        4040.09
665                 0        4040.05
666                 0        4040.05
667                 0        4040.05
668                 0        4040.05
669                 0        4040.05
670                 0        4040.05
671                 0        4040.05
672                 0        4039.88
673                 0        4039.88
674                 0        4037.37
675                 0        4037.32
676                 0        4037.32
677                 0        4037.25
678                 0        4037.24
679                 0        4037.24
680                 0        4036.29
681                 0        4036.27
682                 0        4036.27
683                 0        4035.61
684                 0         4035.6
685                 0        4033.94
686                 0         4026.2
687                 0        4026.05
688                 0        4026.05
689                 0        4026.05
690                 0        4026.05
691                 0        4026.05
692                 0        4026.05
693                 0        4026.05
694                 0        4026.05
695                 0        4026.05
696                 0        4026.05
697                 0        4026.05
698                 0        4024.68
699                 0        4024.65
700                 0        4024.65
701                 0        4024.65
702                 0        4024.65
703                 0        4024.65
704                 0        4021.85
705                 0        4021.79
706                 0        4021.79
707                 0        4021.79
708                 0        4021.79
709                 0        4021.79
710                 0        4021.79
711                 0        4019.75
712                 0        4019.71
713                 0        4019.71
714                 0        4019.71
715                 0        4017.83
716                 0        4011.65
717                 0        4010.93
718                 0        4010.91
719                 0        4010.91
720                 0        4010.91
721                 0        4010.91
