#ITER       #BEST_FO       #MEDIA_FO
1            6987.7        48004.8
2           6841.51        9405.44
3            6312.5        7267.12
4           5804.86        6718.19
5           5653.54        6341.95
6           5478.86        6089.54
7           5319.58        5840.57
8           5150.37        5643.24
9           5052.79        5509.22
10           4972.65        5369.91
11           4900.86        5259.66
12           4851.18        5200.72
13           4807.03        5155.84
14           4794.83         5098.2
15           4784.86        5051.57
16           4778.21        5006.36
17           4767.66        4985.83
18           4767.66        4970.83
19           4748.52        4959.55
20           4739.74        4944.39
21           4734.44         4938.3
22           4720.94        4923.62
23           4705.86        4908.29
24           4705.86        4902.01
25           4705.86         4896.1
26           4696.15        4888.15
27           4696.15        4883.58
28           4693.53        4878.36
29           4693.53        4874.97
30           4693.53        4872.95
31           4691.92        4870.55
32           4687.56        4866.42
33           4687.56         4863.7
34           4687.56        4863.19
35           4687.56        4861.17
36           4687.56        4861.08
37           4687.56        4860.42
38           4687.56        4859.77
39           4687.56        4858.28
40           4687.56        4856.95
41           4687.56           4856
42           4687.56        4855.48
43           4687.56        4853.98
44           4687.28        4853.34
45           4687.28        4852.75
46           4686.77        4852.37
47           4686.77        4852.19
48           4686.77        4852.06
49           4686.72        4851.86
50           4686.72        4851.66
51           4686.72        4851.56
52           4686.72        4851.51
53           4686.61        4851.35
54           4686.61        4851.26
55           4686.33        4851.09
56           4686.33        4850.85
57           4686.33         4850.8
58           4686.33        4850.67
59           4685.62        4850.55
60           4685.62        4850.48
61            4685.3        4850.34
62            4685.3        4850.17
63            4685.3        4849.65
64            4685.3        4849.48
65            4685.3        4849.23
66            4685.3        4849.15
67            4685.3        4849.11
68            4685.3        4849.05
69            4685.3           4849
70            4685.3        4848.83
71            4685.3        4848.62
72           4685.18         4848.6
73           4685.18        4848.54
74           4685.18        4848.47
75           4685.18        4848.36
76           4685.18        4848.25
77           4685.18         4848.2
78           4684.98        4848.08
79           4684.83        4848.01
80           4684.83        4847.95
81           4684.83        4847.89
82           4684.83        4847.87
83           4684.83        4847.84
84           4684.83        4847.77
85           4684.83        4847.76
86           4684.71        4847.76
