#ITER       #BEST_FO       #MEDIA_FO
1           7662.78        24077.7
2           6437.76        11489.2
3           5486.37        7327.56
4           5486.37        6584.75
5            5407.4        6039.38
6           5292.86         5833.4
7           5230.09        5681.22
8           5107.77        5492.18
9           5081.52        5399.53
10           4923.86        5327.53
11            4913.5         5275.5
12           4884.43        5202.55
13           4869.15         5152.7
14           4799.84        5120.12
15           4799.84        5095.09
16           4799.84        5058.91
17           4778.35        5035.29
18              4761        5002.32
19              4761        4987.85
20           4736.96        4972.51
21           4727.43        4953.53
22           4710.18        4938.31
23           4710.18        4931.93
24           4710.18        4924.95
25           4704.89        4915.76
26           4704.89        4912.75
27           4704.89         4905.6
28            4695.9        4894.68
29           4693.76        4885.19
30           4693.76        4879.97
31           4693.76        4875.29
32           4693.47        4869.85
33           4688.29        4864.51
34           4688.29        4862.65
35           4686.63        4861.03
36           4686.63        4859.78
37           4685.97        4857.68
38           4684.14         4855.1
39           4684.14         4854.3
40           4684.14        4852.45
41           4684.14        4851.25
42           4683.73        4850.01
43           4683.73        4849.49
44           4683.73        4849.12
45           4682.14        4848.58
46           4681.51        4848.04
47           4679.55        4847.65
48           4679.55        4847.13
49           4679.55         4846.8
50           4679.55        4845.91
51           4679.11        4845.28
52           4678.25        4844.58
53           4678.25         4844.2
54           4678.25        4843.42
55           4678.25        4843.23
56           4678.25        4842.98
57           4678.25        4842.54
58           4678.25        4842.34
59           4678.25        4842.01
60           4678.25        4841.72
61           4678.25        4841.46
62           4678.25        4841.23
63           4678.25        4841.16
64           4678.25        4841.06
65           4678.25        4840.98
66           4678.07        4840.92
67           4678.07        4840.85
68           4678.07        4840.78
69           4678.07        4840.67
70           4678.07        4840.55
71           4678.07        4840.41
72           4678.07         4840.4
73           4678.04        4840.37
74           4678.04        4840.37
75           4678.04        4840.37
76           4677.98        4840.34
77           4677.98        4840.29
78           4677.98        4840.22
79           4677.98        4840.21
80           4677.98        4840.18
81           4677.95        4840.13
82           4677.95        4840.12
83            4677.6        4840.07
