#ITER       #BEST_FO       #MEDIA_FO
1           25992.5    1.20529e+19
2           13225.2    2.41058e+17
3           11899.4    4.82117e+15
4           10721.3    9.64234e+13
5           9204.26    1.92847e+12
6           8650.85    3.85694e+10
7           8504.32    7.71401e+08
8           8504.32    1.54404e+07
9           8491.07         320910
10           8417.16        17331.2
11           7155.11        10270.3
12           7155.11        9657.43
13           7155.11        9289.79
14           6937.78        9097.97
15           6937.78         8926.7
16           6937.78        8807.73
17           6928.52        8745.18
18           6928.52        8658.28
19           6928.52        8656.55
20           6928.52        8636.05
21           6928.52        8598.75
22           6928.52         8529.6
23           6928.52        8480.73
24           6928.52        8451.09
25           6397.69        8362.97
26           6397.69         8305.9
27           6397.69        8226.33
28           6397.69        8136.58
29           6397.69        8028.57
30           6397.69        7865.46
31            6370.3        7687.29
32            6370.3        7654.12
33           6306.26        7596.03
34           6306.26        7587.87
35           6306.26        7560.43
36           6306.26        7494.42
37           6306.26        7440.12
38           6306.26        7411.95
39           6306.26        7350.09
40           6306.26        7332.22
41           6306.26        7288.27
42           6306.26        7233.97
43           6278.96        7203.21
44           6051.59        7135.18
45           6051.59        7105.03
46           6051.59        7055.05
47           6051.59           7026
48           6051.59        7007.15
49           6051.59        6955.64
50           6051.59        6904.37
51           6051.59        6886.66
52           6051.59         6858.4
53           6051.59        6837.59
54           6051.59        6821.73
55           6049.16        6809.07
56           6049.16        6770.82
57           6049.16        6770.05
58           6049.16        6770.04
59           6036.92        6721.47
60           6036.92        6704.49
61           6036.92        6697.53
62           6036.92        6684.98
63           6036.92        6681.53
64           6022.44        6677.92
65           6022.44        6668.51
66           6022.44        6660.81
67           6022.44        6619.28
68           6022.44        6613.55
69           6022.44        6609.92
70           6022.44        6597.16
71           6022.44        6594.43
72           6022.44        6591.48
73            6011.1        6590.71
74            6011.1        6573.75
75            6011.1         6571.7
76            6011.1        6564.01
77            6011.1        6558.13
78           6005.28        6554.03
79           6005.28        6553.95
80           6005.28        6550.99
81           6005.28        6550.93
82           6005.28        6550.93
83           6005.28        6550.93
84           6005.28        6550.93
85           6005.28        6550.93
86           6005.28        6550.93
87           6005.28        6525.96
88           6005.28        6525.46
89           6005.28        6525.45
90           6005.28        6518.44
91           6005.28        6503.64
92           6005.28        6503.34
93           6005.28        6497.39
94           6005.28        6497.27
95           6005.28        6492.48
96           6005.28        6492.39
97           6005.28        6492.39
98           6005.28        6492.39
99           6005.28        6492.39
100           6005.28        6492.39
101           6005.28        6489.81
102           6005.28        6489.76
103           6005.28        6489.76
104           6005.28        6489.76
105           6005.28        6489.76
106           6005.28        6489.76
107           6005.28        6489.76
108           6005.28        6489.76
109           6005.28        6489.76
110           6005.28        6489.76
111           6005.28        6489.76
112           6005.28        6489.76
113           6005.28         6477.9
114           6005.28        6470.63
115           6005.28        6470.49
